"Inner_Iter",    "Time(sec)"   ,    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,     "Min DT"     ,     "Max DT"     ,     "Min CFL"    ,     "Max CFL"    ,     "Avg CFL"    
         137,      0.1994824945,     -0.5645235074,       1.811067348,       1.663117021,       4.537762713,      -11.18131575,   3.381065863e-09,   8.529514346e-07,                 1,       1.445076471,       1.444818378
         138,      0.1992874366,     -0.5203811649,       1.843732566,        1.66978269,       4.526713168,      -11.16104686,   3.414869659e-09,   8.140717114e-07,                 1,       1.459527236,       1.459256065
         139,      0.1990819855,     -0.5392627548,       1.843707612,       1.670968649,       4.526025939,      -11.17744372,   3.449011371e-09,   8.520690292e-07,                 1,       1.474122509,        1.47384119
         140,      0.1988772034,      -0.565176137,       1.779174716,       1.655436216,       4.555069408,      -11.19928151,   3.483494376e-09,   8.616209255e-07,                 1,       1.488863734,       1.488567875
         141,      0.1989855311,     -0.5183813595,       1.696984007,       1.526683963,       4.878414956,      -11.17082639,   3.518322084e-09,   9.035577143e-07,                 1,       1.503752371,       1.503444718
         142,      0.1987842971,     -0.5482895144,       1.840827502,       1.671240098,       4.530970662,      -11.19901283,   3.553497941e-09,   9.234775374e-07,                 1,       1.518789895,       1.518471501
         143,      0.1985837806,     -0.5812466561,        1.79656236,       1.660940776,        4.54261159,      -11.21568598,   3.589025424e-09,   8.951709214e-07,                 1,       1.533977794,       1.533648213
         144,      0.1984071552,     -0.5366422015,       1.820358104,       1.664709451,       4.538441249,      -11.19134449,   3.624908049e-09,   9.468465704e-07,                 1,       1.518638016,       1.518313224
         145,      0.1982081299,     -0.5109519864,       1.850537496,       1.673399903,       4.531175361,      -11.18726648,   3.588651356e-09,   8.825277906e-07,                 1,       1.503451635,       1.503131999
         146,      0.1980621289,     -0.5707267188,       1.815970992,       1.664922895,       4.532967847,      -11.18034156,   3.552757382e-09,    9.03223859e-07,                 1,       1.488417119,       1.488104777
         147,      0.1978717645,     -0.5430698984,       1.835685254,       1.669300226,       4.524094843,      -11.13687546,   3.517222492e-09,    9.44632811e-07,                 1,       1.473532948,       1.473227826
         148,      0.1976805495,     -0.5803485202,       1.653618972,       1.504952851,       4.891682095,      -11.17636984,    3.48204309e-09,   8.840379337e-07,                 1,       1.458797618,       1.458499646
         149,      0.1974900739,     -0.5626979987,       1.798454682,       1.654142999,       4.491419173,      -11.18995377,   3.447215615e-09,   8.931814592e-07,                 1,       1.473385595,       1.473076349
         150,       0.197318795,     -0.5689559556,       1.658130654,       1.498714345,         4.8727243,      -11.13800825,   3.481680718e-09,   9.213156735e-07,                 1,       1.458651739,       1.458349683
         151,      0.1971839438,     -0.5399169729,       1.817528269,       1.659990083,       4.480507546,      -11.21043144,   3.446856862e-09,   9.326805378e-07,                 1,       1.473238256,       1.472925752
         152,      0.1969999306,     -0.5353405988,       1.806643469,       1.657555538,       4.488462402,      -11.21472799,   3.481318376e-09,   9.641812314e-07,                 1,       1.487970639,       1.487648653
         153,      0.1968190909,     -0.5414822015,       1.826978468,       1.661046933,       4.479297629,      -11.17327797,   3.516124367e-09,   9.984075728e-07,                 1,       1.473090932,       1.472775917
         154,      0.1966406767,     -0.5603347025,       1.825516132,       1.661845939,       4.490885607,      -11.17064486,    3.48095594e-09,   1.015385545e-06,                 1,       1.458360023,       1.458052263
         155,      0.1964629899,     -0.5345637176,       1.822857036,       1.660616997,       4.489154539,      -11.18507762,   3.446139335e-09,   1.034511893e-06,                 1,       1.443776423,        1.44347621
         156,      0.1963011112,     -0.5742123646,       1.669287682,       1.502958837,       4.867615605,      -11.16946525,   3.411671026e-09,     1.0562955e-06,                 1,       1.429338658,       1.429045918
         157,      0.1961303422,     -0.5851963126,        1.80704776,       1.657206188,       4.481731421,      -11.20831422,   3.377547527e-09,   1.081422997e-06,                 1,       1.443632045,       1.443330102
         158,      0.1959605409,     -0.5502360106,       1.802593168,       1.657646894,       4.491627129,      -11.23004983,   3.411316202e-09,   1.133297798e-06,                 1,       1.458068366,        1.45775423
         159,      0.1957927334,     -0.5355399455,       1.829546128,       1.662225611,       4.476959514,      -11.19595173,    3.44542243e-09,   1.193864186e-06,                 1,       1.443487682,       1.443180789
         160,      0.1956272881,     -0.5841698662,       1.813936149,       1.658564869,       4.476569511,      -11.19881293,    3.41096128e-09,   1.242381236e-06,                 1,       1.457922559,       1.457606743
         161,      0.1957411081,     -0.5510976573,        1.81696304,       1.660115707,        4.48069888,      -11.21497873,   3.445063959e-09,   1.333944976e-06,                 1,       1.472501784,       1.472175509
         162,      0.1955942733,     -0.5495741043,       1.824436523,       1.662147657,       4.474506875,       -11.2299053,   3.479507531e-09,   1.547433345e-06,                 1,       1.487226802,       1.486889003
         163,      0.1954350252,     -0.5675918153,       1.813082501,       1.658226058,       4.482299134,       -11.2211678,   3.514295406e-09,   1.673965953e-06,                 1,        1.50209907,       1.501750665
         164,      0.1952775581,     -0.5516378594,       1.816159294,       1.660368972,       4.482389013,      -11.23983986,   3.549431025e-09,   1.706639828e-06,                 1,       1.517120061,       1.516759784
         165,      0.1951212561,     -0.5475326512,       1.821382459,       1.661843198,       4.476252247,      -11.23928839,   3.584917864e-09,   1.723706226e-06,                 1,       1.532291261,       1.531919883
         166,      0.1950454577,     -0.5439886445,       1.814420401,       1.660640802,       4.480335201,      -11.19337826,   3.620759433e-09,   1.740943288e-06,                 1,       1.547614174,       1.547229076
         167,      0.1948916147,     -0.5393016579,       1.823829593,       1.662606025,        4.48815225,      -11.19795093,   3.656959278e-09,   1.758352721e-06,                 1,       1.532138032,       1.531760927
         168,      0.1947545276,     -0.5486723405,       1.832617829,        1.66308967,       4.488882549,      -11.15424946,   3.620381949e-09,   1.740769194e-06,                 1,       1.516816652,       1.516447788
         169,       0.194608318,     -0.5528273968,       1.832395992,       1.662549577,       4.485379065,      -11.17036782,   3.584170537e-09,   1.723361502e-06,                 1,       1.501648485,        1.50128778
         170,      0.1944632602,     -0.5297187734,       1.676841782,       1.512777009,       4.863187961,      -11.19019933,   3.548321378e-09,   1.706127887e-06,                 1,       1.486632001,       1.486279428
         171,        0.19431473,      -0.557507682,       1.819562906,       1.660630829,       4.480199267,      -11.20498936,   3.512830844e-09,   1.689893415e-06,                 1,       1.501498321,       1.501135699
         172,      0.1941676521,     -0.5766449837,       1.804125351,       1.657820314,       4.483220711,      -11.23585476,   3.547951817e-09,   1.706792349e-06,                 1,       1.516513304,       1.516139613
         173,      0.1940667581,     -0.5363207199,       1.825135997,       1.663615001,       4.477736915,      -11.23148384,   3.583423857e-09,   1.723860273e-06,                 1,       1.531678437,       1.531292095
         174,      0.1939384305,      -0.555840864,        1.82541128,       1.661878463,        4.47946928,      -11.19370592,   3.619250477e-09,   1.741098875e-06,                 1,       1.546995221,        1.54659864
         175,      0.1937988443,     -0.5760414079,       1.796934479,       1.656487409,       4.486440857,      -11.22702469,   3.655435219e-09,   1.758509864e-06,                 1,       1.562465173,       1.562055208
         176,       0.193660688,     -0.5277663518,       1.831007117,        1.66370122,       4.489394226,      -11.21013386,   3.691981665e-09,   1.776094963e-06,                 1,       1.546840522,       1.546439126
         177,       0.193532328,     -0.5642519492,        1.66953288,       1.509758293,       4.862424488,      -11.22394573,   3.655053954e-09,   1.758334013e-06,                 1,       1.531372116,       1.530979212
         178,      0.1934000444,     -0.5868145858,       1.793919632,       1.655934786,       4.483118366,      -11.25909012,   3.618495667e-09,   1.740750673e-06,                 1,       1.546685838,       1.546280785
         179,      0.1932655062,     -0.5653743156,       1.814630595,       1.661020319,       4.481775034,      -11.22806328,    3.65467286e-09,    1.75815818e-06,                 1,       1.562152696,       1.561736561
         180,      0.1931487069,      -0.549719251,        1.67095385,       1.511259499,       4.864957636,      -11.22803965,   3.691211676e-09,   1.775739761e-06,                 1,       1.546531169,       1.546123669
         181,      0.1932652752,     -0.5714221737,        1.81340948,        1.66061128,       4.484309796,      -11.27459942,   3.654291659e-09,   1.757982364e-06,                 1,       1.561996481,       1.561576826
         182,      0.1931358918,     -0.5429702321,       1.815711338,       1.662666853,       4.493201243,      -11.28211075,   3.690826661e-09,   1.775562187e-06,                 1,       1.577616446,       1.577184289
         183,      0.1930075594,     -0.5268339629,       1.831148595,       1.665776006,       4.479990836,      -11.24879962,   3.727726863e-09,   1.793317809e-06,                 1,        1.59339261,       1.592948089
         184,       0.192924202,     -0.5099597037,       1.834275116,       1.666166036,       4.493388153,      -11.26270072,   3.764995916e-09,   1.811250987e-06,                 1,       1.609326536,       1.608868266
         185,      0.1927987011,     -0.5326613316,       1.842162261,       1.667328004,       4.489842037,        -11.220745,   3.802637509e-09,   1.829363497e-06,                 1,       1.593233271,       1.592784054
         186,      0.1926848935,     -0.5601249388,       1.679456422,       1.513638146,       4.858621496,      -11.21404658,   3.764602781e-09,   1.811069862e-06,                 1,       1.577300938,       1.576860683
         187,      0.1925630398,     -0.5581785634,       1.806712463,       1.660740245,       4.480547622,      -11.25732572,   3.726948552e-09,   1.792959164e-06,                 1,       1.593073947,       1.592622788
         188,      0.1924415775,     -0.5214479398,       1.819297018,       1.663401404,       4.488592938,      -11.23929962,   3.764209818e-09,   1.810888755e-06,                 1,       1.609004687,       1.608536952
         189,      0.1923221473,     -0.5413269616,       1.693270108,       1.517005142,        4.85368433,      -11.24338163,    3.80184354e-09,   1.828997643e-06,                 1,        1.59291464,       1.592456052
         190,      0.1922027732,     -0.5369787291,       1.817433977,       1.663616322,       4.486774933,      -11.29480475,   3.763816741e-09,   1.810707666e-06,                 1,       1.608843786,       1.608374083
         191,      0.1920918642,     -0.5342473522,       1.825195983,       1.665540721,       4.501028355,      -11.24756584,   3.801446528e-09,   1.828814743e-06,                 1,       1.624932224,        1.62445125
         192,      0.1920248523,     -0.5084503629,       1.832123101,       1.665931925,       4.491935725,      -11.18124817,   3.839452455e-09,   1.847102891e-06,                 1,       1.608682902,       1.608211208
         193,      0.1919097058,     -0.5293891401,       1.700010403,       1.521433173,       4.854909593,      -11.11913825,   3.801049407e-09,   1.828631862e-06,                 1,       1.592596073,       1.592133566
         194,      0.1917958725,     -0.5391793779,       1.844546148,       1.667938618,       4.487024079,      -11.14843701,    3.76303054e-09,   1.810345543e-06,                 1,       1.576670112,         1.5762167
         195,      0.1916906843,     -0.5374907341,       1.827007732,       1.665285263,       4.489329442,      -11.18839436,   3.725392008e-09,   1.792242088e-06,                 1,       1.560903411,       1.560459029
         196,      0.1915807042,     -0.5216778977,       1.833932452,       1.665861179,       4.480829325,      -11.20780862,   3.688130004e-09,   1.774319667e-06,                 1,       1.545294377,       1.544859281
         197,       0.191470432,     -0.5243769285,       1.848000069,       1.667497752,       4.490040852,      -11.19204849,    3.65124076e-09,    1.75657647e-06,                 1,       1.529841433,       1.529415531
         198,      0.1913728515,     -0.5478105774,       1.825280393,       1.664788073,       4.483470046,       -11.2468671,   3.614720546e-09,   1.739010705e-06,                 1,       1.545139848,       1.544702729
         199,      0.1912751661,     -0.5296962107,        1.83543938,       1.666432393,       4.477349141,      -11.26971633,   3.650859925e-09,   1.756400812e-06,                 1,       1.560591246,       1.560144375
         200,      0.1911898476,     -0.5557713376,       1.835082973,       1.665189574,       4.475636734,      -11.27523864,   3.687360549e-09,    1.77396482e-06,                 1,       1.576197159,       1.575739942
         201,      0.1913175738,     -0.5684132067,       1.807323718,        1.66211468,       4.486887152,      -11.32478521,    3.72422603e-09,   1.791704469e-06,                 1,        1.59195913,       1.591490054
